Identifiant;CUM360;GAS360;Category;Anonymised PROD_DT;Anonymised COMP_DT;Anonymised SPUD_DT;Anonymised X Coordinate;Anonymised Y Coordinate;Avg(LATERAL_LENGTH) for;Avg(TOTAL_TVD) for;Avg(TOTAL_MD) for;production Days;Avg(ISIP_(Instant_Shut-in_Pressure_psi)) for;Sum(Total_Clean_Volume_Pumped_(bbl)) for;Avg(Frac_Gradient_(psi/ft)) for;Avg(Breakdown_Pressure_(psi)) for;Avg(Final_(Post_Treatment_Shut-in_Pressure_psi)) for;Avg(Pre_Treatment_Shut-in_Pressure_(psi)) for;Avg(Min_ reat_Rate_(bpm)) for;Avg(Max_Treat_Rate_(bpm)) for;Avg(Avg_Treat_Rate_(bpm)) for;Avg(Min_Treat_Pressure_(psi)) for;Avg(Max_Treat_Pressure_(psi)) for;Avg(Avg_Treat_Pressure_(psi)) for;Sum(Proppant_In Formation (lb)) for;Avg(Entered_ Shot_ Total) for;Avg(Shot_ Density_ shots/ft) for;Avg(Stage_ Length_(Calculated Field)) for;Avg(Total_ No_ of Perfs) for;Avg(NO_ of_ STAGES) for;Avg(Vp_PT_PLEASANT) for;Avg(VTOC_UTICA) for;Avg(GIPTOT_(bcf/section)_UTICA) for;Avg(SW) for;Avg(PAYFLAG_(NTG)) for;Avg(YOUNG'S_MODULUS_PT_PLEASANT) for;Avg(POISSON_RATIO_PT_PLEASANT) for;Avg(FRACTURE_TOUGHNESS) for;Avg(GIPTOT_(bcf/section)_PT_PLEASANT) for;Avg(NPHI_PT_PLEASANT) for;Avg(THICKNESS_PT_PLEASANT) for;Avg(MATURITY_PT_ PLEASANT) for;Avg(UPLIFT_MAGNITUDE_ PT_PLEASANT) for;Avg(MAX_DEPTH_BURIAL_PT_PLEASANT) for;Avg(TEMP_ANAMOLY_PT_PLEASANT) for;Avg(TEMP_PT_PLEASANT) for;Avg(VS_PT_PLEASANT) for;Avg(MHS_PT_PLEASANT_(Min_Horz_Stress)) for;Avg(RESISTIVITY_PT_PLEASANT) for;Avg(GR_PT_PLEASANT) for;Avg(VCLAY_UTICA) for;Avg(VTOC_PT_PLEASANT) for;Avg(VCARB_PT_PLEASANT) for;Avg(VCLAY_PT_PLEASANT) for;Avg(POROSITY FROM DENSITY LOGS) for;Surf X             SP OH-N 27;Surf Y             SP OH-N 27;Proppant per foot;Clusters;Cluster spacing
94;0,553723856;0,364847431;1H;13284;13284;13012;0,203465905;0,785699988;-0,568816119;1,167571447;-0,159854061;-0,25799242;0,930447714;-0,358920909;0,82404387;1,704143282;1,206774917;0,700658195;0,395164249;0,111819937;0,452750733;0,666967664;0,470714113;1,030334664;-0,443638814;0,067969042;-0,939005172;-0,253015841;0,103833243;-0,138557268;0,296213498;-0,533065217;0,13837948;-0,084647374;-0,216900941;-0,488609705;0,144005322;-0,068351415;-0,089063863;0,241406503;0,090078022;0,682601581;-1,137047264;-0,535307589;0,562435076;0,824981076;0,296213498;0,160927533;0,628286338;-0,363802295;0,023975379;1,095029137;-0,635852799;-0,42727816;1,271425234;0,436760694;-0,436495174;-0,003446441;0,028444593;-0,240198914
95;0,758729552;1,824617246;4H;13883;13824;13693;-1,093380545;1,1169977;7,776016932;1,440763104;7,955351013;-2,413881066;0,262746258;;-0,046143348;;1,42198192;1,872528976;67,26214692;678,3658188;561,1751822;0,722080081;1,443289722;1,849170849;5,937592485;-0,782282835;0,903567949;-0,318844568;6,073874779;5,021315377;1,647194142;2,628907827;-2,877115553;3,342442061;-1,000274698;-14,15104399;1,503111133;-0,33251154;1,382272626;-1,481538912;-1,141486832;1,052216803;0,161161903;1,013840506;0,742616417;0,998722565;-28,91235592;-2,654450943;-1,347009454;-0,221225334;2,216262916;-1,308037972;1,126475073;0,368763032;-0,555218586;-0,245746333;-1,446588659;;-0,693906603;-0,253928077
96;0,798993209;0,585116834;1H;13780;13780;13517;0,127395917;1,024867696;-0,827388411;1,032846795;-0,660569883;-1,477152157;0,570430664;-0,96682665;0,414299471;-0,704351562;1,517576518;0,556253934;-1,30159665;-0,853233713;-0,636296913;-0,489840245;-0,266490254;-0,009051992;-0,814923148;-0,002885281;1,748080629;-0,21666861;-0,683424981;-0,62997371;0,872236763;-0,953540356;-0,065559038;-0,589741822;-0,216900941;-1,004123857;0,144005322;-0,159394504;-0,016740831;0,035082217;-0,016640498;0,868719885;-1,239025355;-0,374674636;0,37692499;0,865770666;0,872236763;-0,493019019;0,707129914;-0,271360457;0,387747499;1,329248375;-0,881462294;-0,70996603;1,618880839;0,55204215;-0,671572836;-0,271519723;0,028444593;-0,211741104
97;2,192730161;1,836798982;6H;13203;13203;12905;-0,242315393;0,75944101;1,167312125;1,35468902;1,62046886;-0,940533585;0,232996181;0,886838488;-0,009398621;-0,645594392;0,323719387;1,323573156;-0,59650505;0,121235094;0,384113276;0,058610324;-1,006433885;-0,365516305;1,089594252;0,067969042;-0,939005172;-0,321303778;1,481535136;1,581400281;1,101896659;-0,600341239;-1,003729969;-0,245144675;0,006920132;-0,555434042;1,503111133;-0,405387248;1,120381802;-0,467499702;-0,492304768;1,036488496;-0,282077918;0,722800014;0,744077257;1,177744752;1,101896659;-0,790920874;0,692971045;-0,39272854;0,276931634;-0,504788478;-0,445456075;-0,994617011;1,145013897;0,330660947;-0,973391711;0,202350935;-0,693906603;-0,256238583
98;-0,864816153;-0,909103464;5H;13573;13573;13312;-1,93804713;-0,153221574;2,797660796;-0,291945621;2,719637826;-1,128820803;-0,760527372;6,177341359;-0,776587495;-0,379592906;-0,142989725;0,308016586;0,211387395;0,194100227;0,381725886;0,563300145;0,55740288;0,780150232;5,484538468;-0,782282835;0,58312045;-0,282146398;3,252866141;1,827108502;1,406091683;-1,360852795;-0,107342295;0,170260105;-1,00878963;-0,024608187;0,144005322;-0,557814348;0,010055187;0,054657368;-1,827314396;0,147497213;1,607645831;1,156064128;0,176413866;-0,097723844;1,406091683;-0,340473053;1,217110282;-1,78038204;1,033253763;0,624654031;-0,177987328;-0,446781233;-0,06404642;-1,674449385;-1,227367333;3,512543071;0,028444593;-0,26300648
99;-0,37764308;-0,471587246;5H;14551;14551;14280;-0,964023994;0,123682381;0,228728287;-0,527713762;0,076219164;-0,98760539;1,256970066;7,15756256;2,662268581;-0,471555069;1,553905487;1,003389454;-0,661026673;0,168310882;0,31743689;1,290045989;1,112288825;1,403196188;11,22651669;-0,348480857;1,824854509;-0,379759097;2,793632177;2,564233165;0,666032405;0,031229581;-0,587444814;0,469675238;-0,164942478;-0,268068357;0,144005322;-0,486798451;0,794181791;-0,935053598;-0,901467498;0,555651672;1,222976499;1,16755481;-0,627291088;-0,429208019;0,666032405;-1,294944205;0,094533436;0,336138275;0,885093272;0,366123173;1,360757759;0,377456805;-0,931442803;-0,773524563;-0,777356537;15,47869396;-0,693906603;-0,311159202
100;-1,027629693;-1,05532647;8H;14456;14456;14194;-1,312579263;-0,446768247;-0,1775996;-0,2395527;-0,568847165;-0,940533585;0,707379665;-0,189881556;1,002389516;1,337559943;-0,31879477;-0,11106671;0,549805749;0,020022151;0,548843172;0,725815191;1,273040197;0,225517174;0,033078068;0,91822092;-0,939005172;-0,296553359;-0,158586165;0,352859175;0,816320607;-0,08736157;-1,332515321;-0,22626264;0,860237974;-0,410134706;1,503111133;-0,470858833;2,186163966;-1,683846812;-1,195073209;0,47420151;1,725596104;1,606137508;-0,095005201;-0,082614471;0,816320607;-1,127314737;-0,100590876;-0,826344611;0,806578905;-0,099823045;1,082217518;0,114540259;-0,530331354;-1,181697675;-0,881544632;0,244025068;-0,693906603;-0,232984781
101;-0,175479039;-0,290028068;8H;13494;13494;13264;0,752656388;-0,366482441;0,683748359;-0,535198465;-0,162861364;1,700194647;0,470880204;0,819104434;0,73615498;-0,273948218;-0,144275244;-0,841911198;0,363663203;0,464888345;0,879828241;0,612241937;-0,451048152;0,44012514;0,609021947;-0,782282835;0,903567949;-0,272172349;4,040124366;0,844275617;0,168178048;-0,465789195;0,099400382;-1,019308129;0,990800267;-1,92477546;0,144005322;1,272342449;1,166303192;0,010309821;0,795478355;-0,103813784;-0,586256629;-0,600766292;0,563740979;0,472695489;0,168178048;0,834577848;-0,708037109;-0,880301403;1,389238284;-0,507180575;-0,512870844;2,106333693;-0,052148283;0,29485714;0,489828989;0,081902887;1,473146985;-0,311596512
102;-0,515951427;-0,595801588;0H;14235;14235;13947;1,485088824;0,135688093;1,059853511;0,344254127;2,59032383;-0,582787871;1,233176842;2,156778056;1,409575738;-0,873344571;;2,381608905;-0,259484766;-3,825598955;-3,016186329;-0,741797611;-2,001094808;-1,948979618;0,858952081;0,067969042;-0,939005172;-0,311126553;1,153510876;1,335692059;-0,084513695;-0,566703228;0,824845578;0,665913535;-2,371178772;1,093953369;-0,05986055;-2,32151322;0,136750679;-0,41797738;1,35995894;0,072343258;1,75100446;2,207533844;1,442554689;1,280842234;-0,084513695;0,632359804;-1,146598654;-0,310186029;-1,123049284;0,499867289;2,139693985;-1,765677625;-0,362757325;1,213562415;0,664822107;0,018587316;-0,693906603;-0,246676758
103;-0,241467605;-0,164991301;1H;14094;14094;13861;-0,31390661;-0,531292104;3,677478204;-0,999250046;3,946617137;-2,004356367;0,194473881;14,23902481;0,6835342;0,724915354;0,217842238;0,448808653;-2,017427242;-1,081551284;-0,686631048;0,108298505;0,819585038;0,147298792;13,70209877;-0,782282835;0,903567949;-0,428709515;11,6502872;9,198355136;-1,231150853;-0,469393268;-0,926687525;-1,564526903;1,042092596;1,165154494;-2,574206301;0,624102409;-0,805980522;0,971939404;-0,043547245;-0,186387398;-0,415675298;-1,327122046;0,399684214;-0,432248844;-1,231150853;-1,079016679;-0,96361297;2,417364544;-0,272186189;-0,302676949;0,670286194;1,253880349;-1,352400079;-0,984849609;0,137449344;10,73900376;-0,693906603;-0,357149667
104;-1,550350624;-1,52476966;3H;12682;12682;12344;1,567038638;-1,439401994;-0,874401555;-2,215514269;-2,07099463;1,540150511;-1,889067073;-3,021253749;-1,915676659;1,499791135;-1,570066204;-1,725319672;0,246966146;0,885039752;0,88516671;-1,603632645;-0,66526714;-2,324350468;-2,186310849;-1,632534712;-0,017718612;-0,021712882;-1,208263798;-1,612806594;-0,098248324;2,982106944;-2,814876903;-1,415830873;1,178483563;1,482106965;0,144005322;0,18647874;0,915732243;0,010113215;1,621999132;-2,856267565;0,463371169;-1,099541306;-2,828539903;-2,975345063;-0,098248324;0,955690584;-1,518573165;-0,472629658;-0,817120257;-1,614638749;-0,443272627;-1,616064088;-2,999697815;-0,224225185;2,015926544;-2,425956847;1,473146985;-0,164524897
105;-0,021290475;-0,151558354;3H;14257;14257;14075;-0,26988504;0,496342816;-0,676274734;0,692292812;-0,704175766;0,645786226;0,500007656;1,510790396;0,383227905;-0,39815455;-0,410210753;-0,134977463;0,799611248;0,137892681;0,947996382;0,303981989;0,584024814;0,382702936;-0,46297558;0,91822092;-0,939005172;-0,247791339;-1,142658945;-0,384265489;0,452457483;-0,289836521;0,205850193;0,566782849;-0,894820539;-0,355013985;0,144005322;-0,246949153;-0,485775718;0,009886361;-0,30793055;0,679576907;-0,209703843;0,112561348;-0,371968791;-0,03046695;0,452457483;-0,40231279;0,950113874;-0,06588717;0,38283757;1,199132921;0,131032793;-0,082601309;0,440837924;-0,076589136;-0,566586937;0,099398547;-0,693906603;-0,187171322
106;-0,01250461;-0,143664477;8H;13754;13753;13441;-0,669991936;0,345441335;0,636735215;0,707262218;0,055168048;0,843487805;0,538192209;-1,191177217;0,413282014;-1,503818492;0,148410311;-0,046592678;0,106500117;1,058043272;0,471969221;0,49273956;0,771588;0,556201018;0,395843597;-0,782282835;0,903567949;-0,042769209;-0,158586165;-1,121390152;0,306350962;0,482802718;-1,775193593;-0,741742208;1,976545578;-0,296950059;1,503111133;-0,244277178;3,487886213;-2,228485631;-0,705613553;0,942118652;0,75553026;1,451810953;0,555064474;0,784508762;0,306350962;-1,255440089;-0,751550288;-0,622189725;0,009428786;-1,507588308;0,547219432;-0,406959969;0,440270693;-0,177004968;-0,986630256;-0,153152082;1,473146985;-0,176889325
107;1,004459831;0,769642367;8H;12854;12854;12617;2,408020952;-0,111605003;1,632406442;-0,164705671;1,025023018;-0,130898548;-0,092194456;2,742648045;0,080296144;-0,286062413;0,447063504;-0,22711298;-0,256204492;0,105400511;-0,158746609;-0,14996757;1,104838117;0,314521871;1,354124024;0,91822092;-0,939005172;-0,322697458;1,743954544;1,827108502;-1,707645126;1,390417418;1,746131509;0,008046255;0,682198484;1,426230508;1,503111133;-0,314338953;-0,895993296;0,043411175;1,392095463;-0,599255465;2,112350651;2,174317482;1,020426543;0,722502342;-1,707645126;1,534553922;-1,281553976;0,165652466;-2,113601517;-1,421418845;0,129828278;-0,998855544;-0,347406009;1,578838971;1,440261764;0,069379346;-0,726740749;-0,255499861
108;-1,732625257;0,633246289;6H;13030;12883;12823;0,742276272;1,419977086;0,819750668;2,301503938;1,486643911;-3,482411028;0,322701635;1,648476869;-0,181319754;-1,324875747;0,903768706;0,411425394;-1,038784202;-0,460792828;-1,355534263;0,215368161;0,165161689;1,100093994;1,883295271;-0,782282835;0,819814625;-0,031686932;-0,158586165;-1,121390152;;;;;;;;;;;;;;;;;;;;;;;;;;1,551439586;-0,738912401;1,609784556;1,473146985;-0,170381731
109;-0,459511863;-0,545113477;0H;13312;13312;13071;-0,454880651;-0,629211742;0,201863634;-0,258264457;-0,071138646;-0,102655465;0,093225638;1,339902406;0,296647547;-0,398468157;-1,900207734;0,145751114;0,655763814;0,201263934;0,6983203;0,654218971;0,808499579;0,505926882;1,08257749;0,91822092;-0,939005172;-0,310837183;0,497462355;0,844275617;-0,38343264;-0,069608175;0,18566005;0,082143939;-0,423624572;0,238987013;0,144005322;0,266729458;-0,677907828;1,405166104;-0,365902728;0,361045076;-0,1588888;-0,373401327;-0,123329727;-0,2186341;-0,38343264;-0,063196468;1,02500486;1,093688102;-0,118129251;0,271735524;-0,324322141;0,435945025;-0,382339378;-0,70813525;-0,160729555;1,287961446;-0,693906603;-0,246404886
110;0,899664309;0,675527386;6H;13955;13955;13705;0,255761983;1,342619924;0,544387968;2,155552232;1,136293201;-1,109992082;1,134199505;1,23364276;0,751934486;1,284908258;0,302940746;1,087561629;-0,464859529;-0,653781033;-1,838295322;0,614857502;0,725681904;1,547573098;0,417479518;0,067969042;-0,939005172;-0,312651825;0,825486616;1,089983838;1,91224839;-0,965048097;-0,088612834;0,462434758;-1,381654027;-0,071658642;0,215537207;-0,9681504;-0,207654429;0,141394496;-0,284813566;1,162314955;-1,708567546;-0,01246043;1,211734796;2,047141876;1,91224839;0,684728163;0,16702675;0,192251361;-0,078026935;0,98777552;-1,631637298;-2,545939026;1,012725542;1,193693002;-1,014977196;-0,026979752;-0,693906603;-0,248109799
111;0,337414594;0,170586351;6H;14774;14774;14565;1,661588526;0,33592675;1,578677135;0,497690537;1,044570483;-1,09587054;1,098436238;0,798473647;1,223177648;0,507184345;2,421511033;1,177887742;-0,203764733;-0,528410777;-0,631721083;0,76371574;-0,042213031;0,971439813;1,068741345;-0,782282835;-0,939005172;-0,310960319;1,481535136;1,581400281;0,188162297;-0,347255251;1,16044605;0,415726566;-2,156683577;0,985582973;-0,891503868;-2,966712954;0,227124479;-0,609505637;1,239987444;0,19240267;1,529339891;2,100592843;1,312078431;1,270363416;0,188162297;0,450567676;-1,001770511;-0,376905162;-1,083110517;0,663709399;2,685495395;-2,157432627;-0,248319951;1,392289965;0,616779403;-0,223916355;-0,693906603;-0,246520576
112;-0,148549634;-0,265847358;5H;14215;14215;13823;0,190912411;0,374927685;-0,902945249;0,389162344;0,040131537;-0,766367909;0,03138694;3,305594937;-0,01328676;1,293791592;0,386234278;0,48094615;0,45637651;-0,165338764;0,17648497;-0,627151141;0,152210496;-0,024098122;2,081250392;0,067969042;-0,939005172;4,257154376;-0,158586165;0,352859175;-0,005253439;-0,671822013;-0,829667795;-0,622785384;1,508969366;-0,768558662;0,144005322;1,37790121;1,178503034;0,410010463;0,182741975;0,398509031;-1,043234905;-0,759064627;0,061781949;0,339515412;-0,005253439;0,649140808;-0,152898168;-0,753983888;0,587213375;-1,311285862;-0,946851835;1,161491474;0,256842576;0,214019238;-0,158161626;4,513204186;-0,693906603;4,045367552
113;-0,980028175;-0,57519878;0H;14566;14566;14347;-1,303163487;-1,008233623;6,807210358;-0,628757252;6,785510445;-2,45624569;-0,184530265;5,120586592;0,078076239;1,472994834;-0,280865124;0,62153451;-2,072851604;-1,299597774;-1,110935326;0,207639849;0,930194486;0,139767911;5,053133387;0,067969042;0,903567949;-0,317609686;5,417826258;4,529898934;;;;;;;;;;;;;;;;;;;;;;;;;;-1,428826527;-0,55514345;-0,258889915;-0,693906603;-0,252767866
114;2,286106885;1,920658248;1H;13701;13701;13333;-1,304448169;0,903415216;3,351744278;0,864440979;3,457930524;-1,30769366;0,937137967;19,92809378;0,197396175;-0,002390129;1,417297993;1,229907551;-0,176540689;0,118881305;0,422175866;0,313687852;0,158951653;0,746619367;12,66179163;0,067969042;1,824854509;-0,419491076;9,026093121;7,232689367;1,56512453;-0,144699089;-2,432451972;1,999671858;-0,0566654;-0,622610338;0,144005322;-0,145296717;1,440219156;-1,366577836;-1,405108345;0,86204727;0,131034479;0,696226316;0,413338843;0,568461236;1,56512453;-2,472765434;-1,249879643;-0,473861837;2,025697272;-1,425198207;0,868904076;0,65655945;-0,194228029;-0,569875231;-1,529984012;10,24043923;-0,693906603;-0,348488652
115;0,026971994;-0,108215836;8H;14371;14371;14155;-0,548265698;0,139540883;-0,70817651;0,643642243;-0,890628504;1,31891303;0,976840161;-0,996035112;1,015907157;-0,973476374;0,902774099;0,612533161;0,152156179;0,281292773;0,329203311;0,621561775;-0,510284731;0,335203461;-0,613619069;-0,782282835;0,903567949;-0,248266293;1,9407691;-0,138557268;0,529620441;0,086835273;-0,823307314;-0,14129348;0,650405718;-0,463742338;1,503111133;-0,409350624;1,614110404;-1,763303851;-0,540934639;0,832020501;0,555536442;1,046158742;-0,30540352;0,108110003;0,529620441;-1,222024395;-0,22178368;-0,278522617;0,487406685;0,092080832;1,053111198;-0,029257564;0,204302864;-0,255899652;-0,748286588;-0,098099896;1,473146985;-0,297558703
116;-1,742935223;0,137211347;0H;13533;13370;13319;3,162409294;1,884181748;-0,25651452;1,553033647;-0,953781851;-3,487118209;-1,86478928;-1,698665004;-3,143165643;0,352229157;-1,476802474;-0,913320234;-1,239617318;-0,029407426;-2,828119697;-3,303328674;1,002816105;-1,075693638;-1,458278917;-0,782282835;0,903567949;-0,027095703;-2,192336578;-1,858514816;;;;;;;;;;;;;;;;;;;;;;;;;;3,516325289;0,655821891;-1,879864319;0,750795789;-0,122955983
117;-0,017405213;-0,148064804;6H;14164;14164;13873;-0,670683036;0,344738322;0,766021361;0,759655139;0,924278393;0,706979572;0,798634253;0,117287942;0,73835947;-0,839849989;0,731475742;0,157855342;0,040777479;0,835610174;0,380681403;0,689772568;0,190859796;0,572631391;0,566618795;-0,782282835;2,63098025;-0,259981844;-0,158586165;0,352859175;0,182167023;0,661084177;-1,939851661;-0,697133399;2,255622478;-0,248670264;1,503111133;-0,203245073;3,859991529;-2,570934514;-0,772273885;0,942118652;0,880914148;1,530204556;0,581994563;0,754172455;0,182167023;-1,369648313;-1,092537286;-0,672149959;-0,008086665;-1,827700306;0,674729037;-0,292559721;0,289103803;-0,221164615;-0,999893732;-0,060371577;-0,693906603;-0,198624687
118;-0,252421128;-0,359132884;3H;12443;12443;12098;0,342718609;0,768216031;-1,294161768;0,905606845;-1,20789889;0,466913369;0,700694642;-2,325648677;0,687995357;2,077428532;0,096939427;-0,660200977;0,053664271;-0,078837004;-0,412081221;0,7751805;-0,232035452;0,968946454;-1,802595892;-0,782282835;0,903567949;-0,043323323;-1,208263798;-1,612806594;0,302345028;-0,600341239;-0,166834019;-0,22626264;0,370629376;-0,517914931;0,144005322;-0,06056785;0,454163872;0,146361392;0,232119998;0,625586467;-1,216866639;-0,587976476;0,343632777;0,723311338;0,302345028;0,325245623;0,189972253;-0,388973958;0,077800995;0,033990006;-0,565678658;-0,197226182;0,961980815;0,546698299;-0,338116082;-1,349522222;1,473146985;-0,177214704
119;-0,49753394;-0,151129568;1H;14088;14008;13848;-1,421176086;0,664438632;6,093617995;0,561310511;5,560034785;-2,267958472;0,547612037;;0,538133813;2,654440304;0,821580962;1,444031072;40,77994042;604,6913866;527,202352;1,250960013;1,268038694;1,219566443;4,612898247;-0,782282835;0,903567949;-0,314070507;5,745850519;4,775607155;1,933332251;2,628907827;-2,050611374;1,359828338;0,370629376;-14,151003;-2,574206301;-0,153059976;1,565242637;-1,481538912;-1,455710616;0,72192235;0,279202011;0,70445808;0,286635114;0,398157239;-27,99671397;-2,115425078;-1,011239556;-0,692262305;1,567459089;-1,308037972;0,807501702;0,368763032;-0,555218586;-0,862961209;-1,420360883;;-0,693906603;-0,249442696
120;1,373094384;1,100707224;5H;12511;12511;12169;-0,167961957;0,465540856;6,132235934;0,666096352;6,836634583;0,029145587;0,961236455;6,576425081;1,125252351;-0,583792033;-6,817451638;1,46138863;-0,243355491;-1,247607329;-0,957638297;1,029201758;0,964179231;1,12544562;3,901884404;0,616518641;-0,641815959;-0,316572956;4,105729218;4,038482492;-0,211042121;-0,263961128;0,178469871;0,067931654;-0,280076244;-0,140977046;0,144005322;0,265049907;-0,335113498;0,812286014;-0,156388027;0,487519834;-0,680459692;-0,512963352;0,349069961;0,385614792;-0,211042121;0,550801754;1,223772678;-0,282493237;-0,270237058;0,578503935;-0,891185838;0,002611314;0,62176611;-0,063861052;-0,374391191;-0,781075608;-0,926923118;-0,236000714
121;-0,503699917;-0,471446661;6H;13869;13869;13654;1,134090131;-1,014645601;1,442674826;-1,313607568;1,449052633;-1,957284562;0,716770088;58,40591687;1,611376559;-1,063234566;2,122029465;1,759503112;-1,847798357;-1,23599608;-0,998491493;-0,33677576;-0,135585052;-0,70589614;62,94697435;-0,782282835;-0,891759707;-0,428091465;7,38597182;6,004148261;-0,783659149;0,643402659;0,649893993;0,078754856;0,35054287;-1,333248889;0,144005322;0,838259722;-0,170694695;0,00516781;1,014571752;-0,909788712;0,405779396;-0,363198267;-1,114811067;-1,292047303;-0,783659149;0,902059222;0,698894697;-0,303946792;0,292841455;0,152346434;0,578004452;1,009517171;0,048314516;-0,021013078;1,157640025;75,75294115;-0,693906603;-0,35656899
122;-0,310421754;-0,411219821;3H;13714;13714;13383;0,080742609;0,278784184;0,943999692;0,269407098;0,506263383;-0,606323773;1,177956943;2,357761854;1,345475958;0,96125696;0,718129931;1,292852934;-0,017213083;-1,225603195;-0,950198882;-0,320229765;0,868301132;0,743435059;0,79058257;0,067969042;-0,939005172;-0,314285002;1,153510876;1,335692059;-0,2805183;-0,438878786;-0,408200831;-0,424524012;0,79169277;-0,467960644;0,144005322;1,0187876;0,451180666;0,87301834;-0,025319059;0,342083728;-0,886670655;-0,813628921;0,235319787;0,278728709;-0,2805183;0,775943808;0,558006681;-0,439662899;0,122744176;-0,820594702;-1,12755025;0,929083764;0,255920827;-0,013774588;-0,158361077;0,048675313;-0,693906603;-0,249644221
123;-0,186223841;-0,299679265;0H;13574;13574;13310;-0,669301805;0,346143378;0,742514789;0,669838704;0,957358718;0,852902166;0,56973263;-0,212878599;0,709361951;1,091854381;-0,177198978;-0,058939792;-0,229845145;0,514317923;-0,328000337;0,869153017;0,557578736;1,127833586;0,15727693;0,91822092;2,74614107;-0,23816361;-0,158586165;0,352859175;0,454713572;0,236404287;-1,553877972;-0,647568056;1,594650871;-0,36267441;1,503111133;-0,28413058;2,953842492;-1,830121912;-0,640692675;0,942118652;0,582804588;1,328053861;0,535193729;0,820001899;0,454713572;-1,150293743;-0,367977011;-0,573045645;0,054709886;-1,171626609;0,386656212;-0,510280913;0,607107322;-0,132650998;-0,973591162;-0,577038063;-0,693906603;-0,178125767
124;-1,307681592;-1,306833977;5H;12622;12622;12447;1,312346399;-0,327847588;0,641772338;-1,085324129;0,682190564;0,68344367;-0,806298401;1,952540657;-0,622304042;0,547656767;-0,420784059;-0,178720331;0,352989295;0,797414592;0,409072351;-0,664275151;0,541685948;-0,17231618;2,836355964;0,067969042;-0,939005172;-0,116315231;-1,077054093;-0,875681931;-1,340087719;1,644231502;1,065796231;-0,370452729;1,670317654;0,024384496;0,144005322;1,409082723;-0,614969198;0,349259111;1,366998369;-0,929549919;1,126056317;0,526975292;-1,61575894;-1,481783157;-1,340087719;0,664059353;-0,688530771;0,043653467;-0,757421294;-0,895142626;-0,953811254;0,61424104;-0,418464503;0,420923461;1,117450695;3,104045108;0,028444593;-0,133170128
125;-0,598696405;-0,670108068;3H;14927;14927;14646;-0,130798214;-0,034321244;-0,441209014;-0,235810349;-1,120687125;-0,771075089;-0,324373769;0,043786141;-0,251057442;0,324566978;-0,778807569;0,525506258;-0,156693651;0,587008477;0,164473415;0,292149171;0,020850461;0,111954295;-0,356585412;0,067969042;-0,939005172;4,561917001;0,169438095;0,598567396;-0,526108956;-0,307492672;-0,273513037;-0,459511313;0,508871804;-0,119235099;0,144005322;0,777535476;-0,061287451;1,399553187;-0,14547665;0,249147936;-0,597865487;-0,795650951;0,178197035;0,021582485;-0,526108956;0,443183454;0,551821246;0,563379056;-0,039178494;-0,656320268;-0,795620932;1,078485112;-0,15962546;-0,358501605;-0,112936165;-0,024244088;-0,693906603;4,331701671
126;-1,057178986;-1,081861988;0H;13324;13324;13176;1,580239703;-1,08869481;0,146455285;-1,119005292;0,049153444;0,5798857;-1,248647261;0,88713427;-1,015227368;-1,14203507;-0,916813204;-0,356087249;0,304956708;0,250693511;0,500796953;-0,807998672;-1,603935799;-0,341270541;0,096413295;0,067969042;-0,939005172;-0,170215398;-0,683424981;-0,62997371;-1,511770584;0,952613607;1,190397047;2,648527258;-1,130836991;-0,128428482;1,503111133;-1,686336472;-0,839663925;-0,018394701;1,579915589;-1,498390367;0,950154543;0,229662431;-3,039913499;-2,473086562;-1,511770584;1,240036387;1,116420502;0,171208314;-1,618362947;1,001861104;1,12806994;-0,256487571;-0,606836548;0,346158117;1,56706259;-0,038045226;0,028444593;-0,175370886
127;-0,904862391;-0,945072271;1H;12470;12470;12206;-1,312385589;-0,447964364;-1,357965321;-0,65121136;-0,955285502;-0,935826405;0,882269526;-0,511396476;1,300504366;1,341106839;-0,014451975;0,168192646;0,481076194;0,076042338;0,715403401;0,493183649;0,747859127;-0,104865748;-0,393621337;0,91822092;-0,939005172;-0,314876057;-0,486610425;0,107150954;0,690348305;-1,27758653;0,635757141;-0,437741437;-1,196118137;0,093774811;0,144005322;-0,329400404;-0,906266777;0,90384621;-1,28094234;0,105372703;1,15869949;0,432000635;-0,008242092;-0,393043463;0,690348305;-0,946161742;0,619587223;0,527770087;0,805414963;0,466435679;0,733499881;0,308299237;-1,028137443;-1,496984927;-0,648835448;1,158747142;-0,693906603;-0,250199536
128;0,523261407;0,337489488;0H;14600;14605;14254;0,087021718;0,622999585;0,851652445;1,223706719;1,824965412;-0,290942683;0,68877436;2,484578341;0,585435709;1,330273954;0,44063473;0,573741674;-0,161545149;-1,858301783;-1,680501421;1,013846902;0,357411315;0,84544782;0,812643618;0,067969042;-0,939005172;-0,31738804;1,153510876;1,335692059;1,254612656;-1,226008246;0,043052892;-1,019308129;-0,324614833;-1,215967405;0,144005322;-0,302298247;-0,128821012;0,124891982;0,029894548;0,94762356;-1,751421852;-0,63980932;0,62966692;1,21038077;1,254612656;-0,448700695;0,492828976;-0,100726148;0,494454703;1,472675179;-1,489744512;-1,078932595;1,628958632;0,5964447;-0,638488939;0,173179285;-0,693906603;-0,252559623
